id;time;x;x;y;y;niveau_nappe_eau;PRELIQ_Q;T_Q;ETP_Q;Peff_All;code_bss
15236;1969-01-01;;2.35329430984471;;48.0923115443955;93.46833333333332;;;;;03287X0018/S1
15237;1969-02-01;;2.35329430984471;;48.0923115443955;93.342;;;;;03287X0018/S1
15238;1969-03-01;;2.35329430984471;;48.0923115443955;93.14428571428572;;;;;03287X0018/S1
15239;1969-04-01;;2.35329430984471;;48.0923115443955;93.105;;;;;03287X0018/S1
15240;1969-05-01;;2.35329430984471;;48.0923115443955;93.10625;;;;;03287X0018/S1
15241;1969-06-01;;2.35329430984471;;48.0923115443955;93.06333333333333;;;;;03287X0018/S1
15242;1969-07-01;;2.35329430984471;;48.0923115443955;92.93;;;;;03287X0018/S1
15243;1969-08-01;;2.35329430984471;;48.0923115443955;92.81125;;;;;03287X0018/S1
15244;1969-09-01;;2.35329430984471;;48.0923115443955;92.67833333333333;;;;;03287X0018/S1
15245;1969-10-01;;2.35329430984471;;48.0923115443955;92.55499999999999;;;;;03287X0018/S1
15246;1969-11-01;;2.35329430984471;;48.0923115443955;92.4525;;;;;03287X0018/S1
15247;1969-12-01;;2.35329430984471;;48.0923115443955;92.39142857142858;;;;;03287X0018/S1
15248;1970-01-01;;2.35329430984471;;48.0923115443955;92.45166666666667;;;;;03287X0018/S1
15249;1970-02-01;;2.35329430984471;;48.0923115443955;92.87142857142858;;;;;03287X0018/S1
15250;1970-03-01;;2.35329430984471;;48.0923115443955;93.96125;;;;;03287X0018/S1
15251;1970-04-01;;2.35329430984471;;48.0923115443955;94.6475;;;;;03287X0018/S1
15252;1970-05-01;;2.35329430984471;;48.0923115443955;95.14142857142858;;;;;03287X0018/S1
15253;1970-06-01;;2.35329430984471;;48.0923115443955;95.19714285714285;;;;;03287X0018/S1
15254;1970-07-01;;2.35329430984471;;48.0923115443955;95.16000000000001;;;;;03287X0018/S1
15255;1970-08-01;;2.35329430984471;;48.0923115443955;94.94714285714285;;;;;03287X0018/S1
15256;1970-09-01;;2.35329430984471;;48.0923115443955;94.68666666666667;;;;;03287X0018/S1
15257;1970-10-01;;2.35329430984471;;48.0923115443955;94.51333333333334;;;;;03287X0018/S1
15258;1970-11-01;;2.35329430984471;;48.0923115443955;93.982;;;;;03287X0018/S1
15259;1970-12-01;;2.35329430984471;;48.0923115443955;93.685;;;;;03287X0018/S1
15260;1971-01-01;;2.35329430984471;;48.0923115443955;93.42333333333333;;;;;03287X0018/S1
15261;1971-02-01;;2.35329430984471;;48.0923115443955;93.244;;;;;03287X0018/S1
15262;1971-03-01;;2.35329430984471;;48.0923115443955;93.154;;;;;03287X0018/S1
15263;1971-04-01;;2.35329430984471;;48.0923115443955;93.07333333333334;;;;;03287X0018/S1
15264;1971-05-01;;2.35329430984471;;48.0923115443955;92.98833333333333;;;;;03287X0018/S1
15265;1971-06-01;;2.35329430984471;;48.0923115443955;93.006;;;;;03287X0018/S1
15266;1971-07-01;;2.35329430984471;;48.0923115443955;92.84714285714286;;;;;03287X0018/S1
15267;1971-08-01;;2.35329430984471;;48.0923115443955;92.7625;;;;;03287X0018/S1
15268;1971-09-01;;2.35329430984471;;48.0923115443955;92.65599999999999;;;;;03287X0018/S1
15269;1971-10-01;;2.35329430984471;;48.0923115443955;92.526;;;;;03287X0018/S1
15270;1971-11-01;;2.35329430984471;;48.0923115443955;92.42714285714285;;;;;03287X0018/S1
15271;1971-12-01;;2.35329430984471;;48.0923115443955;92.27666666666666;;;;;03287X0018/S1
15272;1972-01-01;;2.35329430984471;;48.0923115443955;92.22166666666668;;;;;03287X0018/S1
15273;1972-02-01;;2.35329430984471;;48.0923115443955;92.174;;;;;03287X0018/S1
15274;1972-03-01;;2.35329430984471;;48.0923115443955;92.1975;;;;;03287X0018/S1
15275;1972-04-01;;2.35329430984471;;48.0923115443955;92.19833333333334;;;;;03287X0018/S1
15276;1972-05-01;;2.35329430984471;;48.0923115443955;92.2175;;;;;03287X0018/S1
15277;1972-06-01;;2.35329430984471;;48.0923115443955;92.154;;;;;03287X0018/S1
15278;1972-07-01;;2.35329430984471;;48.0923115443955;92.10666666666667;;;;;03287X0018/S1
15279;1972-08-01;;2.35329430984471;;48.0923115443955;91.9825;;;;;03287X0018/S1
15280;1972-09-01;;2.35329430984471;;48.0923115443955;91.874;;;;;03287X0018/S1
15281;1972-10-01;;2.35329430984471;;48.0923115443955;91.764;;;;;03287X0018/S1
15282;1972-11-01;;2.35329430984471;;48.0923115443955;91.645;;;;;03287X0018/S1
15283;1972-12-01;;2.35329430984471;;48.0923115443955;91.55333333333333;;;;;03287X0018/S1
15284;1973-01-01;;2.35329430984471;;48.0923115443955;91.5;;;;;03287X0018/S1
15285;1973-03-01;;2.35329430984471;;48.0923115443955;91.535;;;;;03287X0018/S1
15286;1974-01-01;;2.35329430984471;;48.0923115443955;90.87;;;;;03287X0018/S1
15287;1974-02-01;;2.35329430984471;;48.0923115443955;90.8125;;;;;03287X0018/S1
15288;1974-03-01;;2.35329430984471;;48.0923115443955;90.804;;;;;03287X0018/S1
15289;1974-04-01;;2.35329430984471;;48.0923115443955;91.048;;;;;03287X0018/S1
15290;1974-05-01;;2.35329430984471;;48.0923115443955;91.168;;;;;03287X0018/S1
15291;1974-06-01;;2.35329430984471;;48.0923115443955;91.03;;;;;03287X0018/S1
15292;1974-07-01;;2.35329430984471;;48.0923115443955;90.88399999999999;;;;;03287X0018/S1
15293;1974-08-01;;2.35329430984471;;48.0923115443955;90.752;;;;;03287X0018/S1
15294;1974-09-01;;2.35329430984471;;48.0923115443955;90.67999999999999;;;;;03287X0018/S1
15295;1974-10-01;;2.35329430984471;;48.0923115443955;90.685;;;;;03287X0018/S1
15296;1974-11-01;;2.35329430984471;;48.0923115443955;90.64;;;;;03287X0018/S1
15297;1974-12-01;;2.35329430984471;;48.0923115443955;90.566;;;;;03287X0018/S1
15298;1975-01-01;;2.35329430984471;;48.0923115443955;90.494;;;;;03287X0018/S1
15299;1975-02-01;;2.35329430984471;;48.0923115443955;90.47;;;;;03287X0018/S1
15300;1975-03-01;;2.35329430984471;;48.0923115443955;90.522;;;;;03287X0018/S1
15301;1975-04-01;;2.35329430984471;;48.0923115443955;90.65799999999999;;;;;03287X0018/S1
15302;1975-05-01;;2.35329430984471;;48.0923115443955;91.04400000000001;;;;;03287X0018/S1
15303;1975-06-01;;2.35329430984471;;48.0923115443955;91.3075;;;;;03287X0018/S1
15304;1975-07-01;;2.35329430984471;;48.0923115443955;91.27;;;;;03287X0018/S1
15305;1975-08-01;;2.35329430984471;;48.0923115443955;91.135;;;;;03287X0018/S1
15306;1975-09-01;;2.35329430984471;;48.0923115443955;91.0375;;;;;03287X0018/S1
15307;1975-10-01;;2.35329430984471;;48.0923115443955;91.03;;;;;03287X0018/S1
15308;1975-11-01;;2.35329430984471;;48.0923115443955;91.0675;;;;;03287X0018/S1
15309;1975-12-01;;2.35329430984471;;48.0923115443955;91.252;;;;;03287X0018/S1
15310;1976-01-01;;2.35329430984471;;48.0923115443955;91.502;;;;;03287X0018/S1
15311;1976-02-01;;2.35329430984471;;48.0923115443955;92.27000000000001;;;;;03287X0018/S1
15312;1976-03-01;;2.35329430984471;;48.0923115443955;92.388;;;;;03287X0018/S1
15313;1976-04-01;;2.35329430984471;;48.0923115443955;92.576;;;;;03287X0018/S1
15314;1976-05-01;;2.35329430984471;;48.0923115443955;92.51;;;;;03287X0018/S1
15315;1976-06-01;;2.35329430984471;;48.0923115443955;92.396;;;;;03287X0018/S1
15316;1976-07-01;;2.35329430984471;;48.0923115443955;92.256;;;;;03287X0018/S1
15317;1976-08-01;;2.35329430984471;;48.0923115443955;92.13;;;;;03287X0018/S1
15318;1976-09-01;;2.35329430984471;;48.0923115443955;92.05799999999999;;;;;03287X0018/S1
15319;1976-10-01;;2.35329430984471;;48.0923115443955;92.014;;;;;03287X0018/S1
15320;1976-11-01;;2.35329430984471;;48.0923115443955;91.94;;;;;03287X0018/S1
15321;1976-12-01;;2.35329430984471;;48.0923115443955;91.786;;;;;03287X0018/S1
15322;1977-01-01;;2.35329430984471;;48.0923115443955;91.59400000000001;;;;;03287X0018/S1
15323;1977-02-01;;2.35329430984471;;48.0923115443955;91.775;;;;;03287X0018/S1
15324;1977-03-01;;2.35329430984471;;48.0923115443955;92.36800000000001;;;;;03287X0018/S1
15325;1977-04-01;;2.35329430984471;;48.0923115443955;92.80199999999999;;;;;03287X0018/S1
15326;1977-05-01;;2.35329430984471;;48.0923115443955;93.13;;;;;03287X0018/S1
15327;1977-06-01;;2.35329430984471;;48.0923115443955;93.338;;;;;03287X0018/S1
15328;1977-07-01;;2.35329430984471;;48.0923115443955;93.36;;;;;03287X0018/S1
15329;1977-08-01;;2.35329430984471;;48.0923115443955;93.336;;;;;03287X0018/S1
15330;1977-09-01;;2.35329430984471;;48.0923115443955;93.2625;;;;;03287X0018/S1
15331;1977-10-01;;2.35329430984471;;48.0923115443955;93.2;;;;;03287X0018/S1
15332;1977-11-01;;2.35329430984471;;48.0923115443955;93.13;;;;;03287X0018/S1
15333;1977-12-01;;2.35329430984471;;48.0923115443955;93.03;;;;;03287X0018/S1
15334;1978-01-01;;2.35329430984471;;48.0923115443955;93.0925;;;;;03287X0018/S1
15335;1978-02-01;;2.35329430984471;;48.0923115443955;93.534;;;;;03287X0018/S1
15336;1978-03-01;;2.35329430984471;;48.0923115443955;94.78;;;;;03287X0018/S1
15337;1978-04-01;;2.35329430984471;;48.0923115443955;96.036;;;;;03287X0018/S1
15338;1978-05-01;;2.35329430984471;;48.0923115443955;96.742;;;;;03287X0018/S1
15339;1978-06-01;;2.35329430984471;;48.0923115443955;96.786;;;;;03287X0018/S1
15340;1978-07-01;;2.35329430984471;;48.0923115443955;96.47999999999999;;;;;03287X0018/S1
15341;1978-08-01;;2.35329430984471;;48.0923115443955;96.12;;;;;03287X0018/S1
15342;1978-09-01;;2.35329430984471;;48.0923115443955;95.6775;;;;;03287X0018/S1
15343;1978-10-01;;2.35329430984471;;48.0923115443955;95.28999999999999;;;;;03287X0018/S1
15344;1978-11-01;;2.35329430984471;;48.0923115443955;94.9;;;;;03287X0018/S1
15345;1978-12-01;;2.35329430984471;;48.0923115443955;94.6;;;;;03287X0018/S1
15346;1979-01-01;;2.35329430984471;;48.0923115443955;94.34;;;;;03287X0018/S1
15347;1979-02-01;;2.35329430984471;;48.0923115443955;94.866;;;;;03287X0018/S1
15348;1979-03-01;;2.35329430984471;;48.0923115443955;96.164;;;;;03287X0018/S1
15349;1979-04-01;;2.35329430984471;;48.0923115443955;98.0325;;;;;03287X0018/S1
15350;1979-05-01;;2.35329430984471;;48.0923115443955;98.44200000000001;;;;;03287X0018/S1
15351;1979-06-01;;2.35329430984471;;48.0923115443955;97.91;;;;;03287X0018/S1
15352;1979-07-01;;2.35329430984471;;48.0923115443955;96.888;;;;;03287X0018/S1
15353;1979-08-01;;2.35329430984471;;48.0923115443955;96.1175;;;;;03287X0018/S1
15354;1979-09-01;;2.35329430984471;;48.0923115443955;95.872;;;;;03287X0018/S1
15355;1979-10-01;;2.35329430984471;;48.0923115443955;95.486;;;;;03287X0018/S1
15356;1979-11-01;;2.35329430984471;;48.0923115443955;95.096;;;;;03287X0018/S1
15357;1979-12-01;;2.35329430984471;;48.0923115443955;94.878;;;;;03287X0018/S1
15358;1980-01-01;;2.35329430984471;;48.0923115443955;94.936;;;;;03287X0018/S1
15359;1980-02-01;;2.35329430984471;;48.0923115443955;95.635;;;;;03287X0018/S1
15360;1980-03-01;;2.35329430984471;;48.0923115443955;96.646;;;;;03287X0018/S1
15361;1980-04-01;;2.35329430984471;;48.0923115443955;97.384;;;;;03287X0018/S1
15362;1980-05-01;;2.35329430984471;;48.0923115443955;97.36;;;;;03287X0018/S1
15363;1980-06-01;;2.35329430984471;;48.0923115443955;96.776;;;;;03287X0018/S1
15364;1980-07-01;;2.35329430984471;;48.0923115443955;96.416;;;;;03287X0018/S1
15365;1980-08-01;;2.35329430984471;;48.0923115443955;95.89200000000001;;;;;03287X0018/S1
15366;1980-09-01;;2.35329430984471;;48.0923115443955;95.35799999999999;;;;;03287X0018/S1
15367;1980-10-01;;2.35329430984471;;48.0923115443955;95.056;;;;;03287X0018/S1
15368;1980-11-01;;2.35329430984471;;48.0923115443955;94.77;;;;;03287X0018/S1
15369;1980-12-01;;2.35329430984471;;48.0923115443955;94.54400000000001;;;;;03287X0018/S1
15370;1981-01-01;;2.35329430984471;;48.0923115443955;94.514;;;;;03287X0018/S1
15371;1981-02-01;;2.35329430984471;;48.0923115443955;95.0725;;;;;03287X0018/S1
15372;1981-03-01;;2.35329430984471;;48.0923115443955;95.572;;;;;03287X0018/S1
15373;1981-04-01;;2.35329430984471;;48.0923115443955;96.08;;;;;03287X0018/S1
15374;1981-05-01;;2.35329430984471;;48.0923115443955;96.3425;;;;;03287X0018/S1
15375;1981-06-01;;2.35329430984471;;48.0923115443955;96.54400000000001;;;;;03287X0018/S1
15376;1981-07-01;;2.35329430984471;;48.0923115443955;96.538;;;;;03287X0018/S1
15377;1981-08-01;;2.35329430984471;;48.0923115443955;96.372;;;;;03287X0018/S1
15378;1981-09-01;;2.35329430984471;;48.0923115443955;96.25999999999999;;;;;03287X0018/S1
15379;1981-10-01;;2.35329430984471;;48.0923115443955;96.07000000000001;;;;;03287X0018/S1
15380;1981-11-01;;2.35329430984471;;48.0923115443955;96.03;;;;;03287X0018/S1
15381;1981-12-01;;2.35329430984471;;48.0923115443955;96.68;;;;;03287X0018/S1
15382;1982-01-01;;2.35329430984471;;48.0923115443955;97.36500000000001;;;;;03287X0018/S1
15383;1982-02-01;;2.35329430984471;;48.0923115443955;98.05;;;;;03287X0018/S1
15384;1982-03-01;;2.35329430984471;;48.0923115443955;98.636;;;;;03287X0018/S1
15385;1982-04-01;;2.35329430984471;;48.0923115443955;98.148;;;;;03287X0018/S1
15386;1982-05-01;;2.35329430984471;;48.0923115443955;97.47749999999999;;;;;03287X0018/S1
15387;1982-06-01;;2.35329430984471;;48.0923115443955;96.914;;;;;03287X0018/S1
15388;1982-07-01;;2.35329430984471;;48.0923115443955;96.128;;;;;03287X0018/S1
15389;1982-08-01;;2.35329430984471;;48.0923115443955;95.752;;;;;03287X0018/S1
15390;1982-09-01;;2.35329430984471;;48.0923115443955;95.46000000000001;;;;;03287X0018/S1
15391;1982-10-01;;2.35329430984471;;48.0923115443955;95.224;;;;;03287X0018/S1
15392;1982-11-01;;2.35329430984471;;48.0923115443955;95.07;;;;;03287X0018/S1
15393;1982-12-01;;2.35329430984471;;48.0923115443955;95.41833333333334;;;;;03287X0018/S1
15394;1983-01-01;;2.35329430984471;;48.0923115443955;96.34;;;;;03287X0018/S1
15395;1983-02-01;;2.35329430984471;;48.0923115443955;97.03999999999999;;;;;03287X0018/S1
15396;1983-03-01;;2.35329430984471;;48.0923115443955;97.404;;;;;03287X0018/S1
15397;1983-04-01;;2.35329430984471;;48.0923115443955;97.838;;;;;03287X0018/S1
15398;1983-05-01;;2.35329430984471;;48.0923115443955;98.088;;;;;03287X0018/S1
15399;1983-06-01;;2.35329430984471;;48.0923115443955;98.32;;;;;03287X0018/S1
15400;1983-07-01;;2.35329430984471;;48.0923115443955;98.63199999999999;;;;;03287X0018/S1
15401;1983-08-01;;2.35329430984471;;48.0923115443955;97.75;;;;;03287X0018/S1
15402;1983-09-01;;2.35329430984471;;48.0923115443955;97.196;;;;;03287X0018/S1
15403;1983-10-01;;2.35329430984471;;48.0923115443955;96.7425;;;;;03287X0018/S1
15404;1983-11-01;;2.35329430984471;;48.0923115443955;96.324;;;;;03287X0018/S1
15405;1983-12-01;;2.35329430984471;;48.0923115443955;95.946;;;;;03287X0018/S1
15406;1984-01-01;;2.35329430984471;;48.0923115443955;95.628;;;;;03287X0018/S1
15407;1984-02-01;;2.35329430984471;;48.0923115443955;95.652;;;;;03287X0018/S1
15408;1984-03-01;;2.35329430984471;;48.0923115443955;96.07;;;;;03287X0018/S1
15409;1984-04-01;;2.35329430984471;;48.0923115443955;96.14;;;;;03287X0018/S1
15410;1984-05-01;;2.35329430984471;;48.0923115443955;96.05833333333334;;;;;03287X0018/S1
15411;1984-06-01;;2.35329430984471;;48.0923115443955;95.85;;;;;03287X0018/S1
15412;1984-07-01;;2.35329430984471;;48.0923115443955;95.38199999999999;;;;;03287X0018/S1
15413;1984-08-01;;2.35329430984471;;48.0923115443955;95.09;;;;;03287X0018/S1
15414;1984-09-01;;2.35329430984471;;48.0923115443955;94.986;;;;;03287X0018/S1
15415;1984-10-01;;2.35329430984471;;48.0923115443955;94.8475;;;;;03287X0018/S1
15416;1984-11-01;;2.35329430984471;;48.0923115443955;94.752;;;;;03287X0018/S1
15417;1984-12-01;;2.35329430984471;;48.0923115443955;94.96000000000001;;;;;03287X0018/S1
15418;1985-01-01;;2.35329430984471;;48.0923115443955;95.326;;;;;03287X0018/S1
15419;1985-02-01;;2.35329430984471;;48.0923115443955;95.5;;;;;03287X0018/S1
15420;1985-03-01;;2.35329430984471;;48.0923115443955;95.636;;;;;03287X0018/S1
15421;1985-04-01;;2.35329430984471;;48.0923115443955;96.10600000000001;;;;;03287X0018/S1
15422;1985-05-01;;2.35329430984471;;48.0923115443955;96.62;;;;;03287X0018/S1
15423;1985-06-01;;2.35329430984471;;48.0923115443955;96.654;;;;;03287X0018/S1
15424;1985-07-01;;2.35329430984471;;48.0923115443955;96.126;;;;;03287X0018/S1
15425;1985-08-01;;2.35329430984471;;48.0923115443955;95.72;;;;;03287X0018/S1
15426;1985-09-01;;2.35329430984471;;48.0923115443955;95.345;;;;;03287X0018/S1
15427;1985-10-01;;2.35329430984471;;48.0923115443955;95.054;;;;;03287X0018/S1
15428;1985-11-01;;2.35329430984471;;48.0923115443955;94.64200000000001;;;;;03287X0018/S1
15429;1985-12-01;;2.35329430984471;;48.0923115443955;94.3325;;;;;03287X0018/S1
15430;1986-01-01;;2.35329430984471;;48.0923115443955;94.08399999999999;;;;;03287X0018/S1
15431;1986-02-01;;2.35329430984471;;48.0923115443955;93.89200000000001;;;;;03287X0018/S1
15432;1986-03-01;;2.35329430984471;;48.0923115443955;93.7825;;;;;03287X0018/S1
15433;1986-04-01;;2.35329430984471;;48.0923115443955;93.822;;;;;03287X0018/S1
15434;1986-05-01;;2.35329430984471;;48.0923115443955;94.135;;;;;03287X0018/S1
15435;1986-06-01;;2.35329430984471;;48.0923115443955;94.38166666666666;;;;;03287X0018/S1
15436;1986-07-01;;2.35329430984471;;48.0923115443955;94.18199999999999;;;;;03287X0018/S1
15437;1986-08-01;;2.35329430984471;;48.0923115443955;94.155;;;;;03287X0018/S1
15438;1986-09-01;;2.35329430984471;;48.0923115443955;94.138;;;;;03287X0018/S1
15439;1986-10-01;;2.35329430984471;;48.0923115443955;93.935;;;;;03287X0018/S1
15440;1986-11-01;;2.35329430984471;;48.0923115443955;93.765;;;;;03287X0018/S1
15441;1986-12-01;;2.35329430984471;;48.0923115443955;93.686;;;;;03287X0018/S1
15442;1987-01-01;;2.35329430984471;;48.0923115443955;93.75399999999999;;;;;03287X0018/S1
15443;1987-02-01;;2.35329430984471;;48.0923115443955;93.86;;;;;03287X0018/S1
15444;1987-03-01;;2.35329430984471;;48.0923115443955;94.112;;;;;03287X0018/S1
15445;1987-04-01;;2.35329430984471;;48.0923115443955;94.566;;;;;03287X0018/S1
15446;1987-05-01;;2.35329430984471;;48.0923115443955;94.8;;;;;03287X0018/S1
15447;1987-06-01;;2.35329430984471;;48.0923115443955;94.8;;;;;03287X0018/S1
15448;1987-07-01;;2.35329430984471;;48.0923115443955;94.728;;;;;03287X0018/S1
15449;1987-08-01;;2.35329430984471;;48.0923115443955;94.595;;;;;03287X0018/S1
15450;1987-09-01;;2.35329430984471;;48.0923115443955;94.495;;;;;03287X0018/S1
15451;1987-10-01;;2.35329430984471;;48.0923115443955;94.36666666666667;;;;;03287X0018/S1
15452;1987-11-01;;2.35329430984471;;48.0923115443955;94.4025;;;;;03287X0018/S1
15453;1987-12-01;;2.35329430984471;;48.0923115443955;95.012;;;;;03287X0018/S1
15454;1988-01-01;;2.35329430984471;;48.0923115443955;95.436;;;;;03287X0018/S1
15455;1988-02-01;;2.35329430984471;;48.0923115443955;97.675;;;;;03287X0018/S1
15456;1988-03-01;;2.35329430984471;;48.0923115443955;99.386;;;;;03287X0018/S1
15457;1988-04-01;;2.35329430984471;;48.0923115443955;98.9725;;;;;03287X0018/S1
15458;1988-05-01;;2.35329430984471;;48.0923115443955;98.392;;;;;03287X0018/S1
15459;1988-06-01;;2.35329430984471;;48.0923115443955;97.642;;;;;03287X0018/S1
15460;1988-07-01;;2.35329430984471;;48.0923115443955;96.934;;;;;03287X0018/S1
15461;1988-08-01;;2.35329430984471;;48.0923115443955;96.372;;;;;03287X0018/S1
15462;1988-09-01;;2.35329430984471;;48.0923115443955;95.878;;;;;03287X0018/S1
15463;1988-10-01;;2.35329430984471;;48.0923115443955;95.53;;;;;03287X0018/S1
15464;1988-11-01;;2.35329430984471;;48.0923115443955;95.178;;;;;03287X0018/S1
15465;1988-12-01;;2.35329430984471;;48.0923115443955;94.834;;;;;03287X0018/S1
15466;1989-01-01;;2.35329430984471;;48.0923115443955;94.605;;;;;03287X0018/S1
15467;1989-02-01;;2.35329430984471;;48.0923115443955;94.38;;;;;03287X0018/S1
15468;1989-03-01;;2.35329430984471;;48.0923115443955;94.26;;;;;03287X0018/S1
15469;1989-04-01;;2.35329430984471;;48.0923115443955;94.176;;;;;03287X0018/S1
15470;1989-05-01;;2.35329430984471;;48.0923115443955;94.03999999999999;;;;;03287X0018/S1
15471;1989-06-01;;2.35329430984471;;48.0923115443955;93.648;;;;;03287X0018/S1
15472;1989-07-01;;2.35329430984471;;48.0923115443955;93.308;;;;;03287X0018/S1
15473;1989-08-01;;2.35329430984471;;48.0923115443955;93.20599999999999;;;;;03287X0018/S1
15474;1989-09-01;;2.35329430984471;;48.0923115443955;93.18;;;;;03287X0018/S1
15475;1989-10-01;;2.35329430984471;;48.0923115443955;93.128;;;;;03287X0018/S1
15476;1989-11-01;;2.35329430984471;;48.0923115443955;93.064;;;;;03287X0018/S1
15477;1989-12-01;;2.35329430984471;;48.0923115443955;92.945;;;;;03287X0018/S1
15478;1990-01-01;;2.35329430984471;;48.0923115443955;92.804;;;;;03287X0018/S1
15479;1990-02-01;;2.35329430984471;;48.0923115443955;92.69;;;;;03287X0018/S1
15480;1990-03-01;;2.35329430984471;;48.0923115443955;92.495;;;;;03287X0018/S1
15481;1990-04-01;;2.35329430984471;;48.0923115443955;92.238;;;;;03287X0018/S1
15482;1990-05-01;;2.35329430984471;;48.0923115443955;91.88000000000001;;;;;03287X0018/S1
15483;1990-06-01;;2.35329430984471;;48.0923115443955;91.6725;;;;;03287X0018/S1
15484;1990-07-01;;2.35329430984471;;48.0923115443955;91.378;;;;;03287X0018/S1
15485;1990-08-01;;2.35329430984471;;48.0923115443955;91.04;;;;;03287X0018/S1
15486;1990-09-01;;2.35329430984471;;48.0923115443955;90.9675;;;;;03287X0018/S1
15487;1990-10-01;;2.35329430984471;;48.0923115443955;90.9525;;;;;03287X0018/S1
15488;1990-11-01;;2.35329430984471;;48.0923115443955;90.758;;;;;03287X0018/S1
15489;1990-12-01;;2.35329430984471;;48.0923115443955;90.525;;;;;03287X0018/S1
15490;1991-01-01;;2.35329430984471;;48.0923115443955;90.33200000000001;;;;;03287X0018/S1
15491;1991-02-01;;2.35329430984471;;48.0923115443955;90.228;;;;;03287X0018/S1
15492;1991-03-01;;2.35329430984471;;48.0923115443955;90.168;;;;;03287X0018/S1
15493;1991-04-01;;2.35329430984471;;48.0923115443955;90.082;;;;;03287X0018/S1
15494;1991-05-01;;2.35329430984471;;48.0923115443955;89.86;;;;;03287X0018/S1
15495;1991-06-01;;2.35329430984471;;48.0923115443955;89.8675;;;;;03287X0018/S1
15496;1991-07-01;;2.35329430984471;;48.0923115443955;89.534;;;;;03287X0018/S1
15497;1991-08-01;;2.35329430984471;;48.0923115443955;89.365;;;;;03287X0018/S1
15498;1991-09-01;;2.35329430984471;;48.0923115443955;89.314;;;;;03287X0018/S1
15499;1991-10-01;;2.35329430984471;;48.0923115443955;89.172;;;;;03287X0018/S1
